language_name_in_Kikuyu,language_name_in_Cambodian,language_name_in_Sarnami,language_name_in_Khoekhoegowab,language_name_in_Haitian,language_name_in_Tojolabal,language_name_in_Croatian,language_name_in_Herero,language_name_in_Serbian,language_name_in_Waray-Waray,language_name_in_Kikaonde,language_name_in_Kongo,language_name_in_Lhukonzo,language_name_in_Ukrainian,language_name_in_Kabyle,language_name_in_Aymara,language_name_in_Toba,language_id,language_name_in_Huastec,language_name_in_Hindi,language_name_in_Nzema,language_name_in_Ndonga,language_in_English,language_name_in_Kwanyama,language_name_in_Punjabi,language_name_in_Faeroese,language_name_in_Georgian,language_name_in_Greenlandic,language_name_in_Miskito,language_name_in_Hungarian,language_name_in_Efik,language_name_in_Rapa,language_name_in_Bicol,language_name_in_Afrikaans,language_name_in_Armenian,language_name_in_Wolaita,language_name_in_Huave,language_name_in_Kikamba,language_name_in_Hausa,language_name_in_Amharic,language_name_in_Norwegian,language_name_in_Kisonge,language_name_in_Nahuatl,language_name_in_Nepali,language_name_in_Solomon,language_name_in_Kirghiz,language_name_in_Ndebele,language_name_in_Rarotongan,language_name_in_Korean,language_name_in_Zapotec,language_name_in_Baoule,language_name_in_Dutch,language_name_in_Aukan,language_name_in_Tlapanec,language_name_in_Pangasinan,language_name_in_Russian,language_name_in_Ewe,language_name_in_Mauritian,language_name_in_Uruund,language_name_in_Voru,language_name_in_Spanish,language_name_in_Greek,language_name_in_Lingala,language_name_in_Estonian,language_name_in_Vezo,language_name_in_Rumanyo,language_name_in_Luganda,language_name_in_Lithuanian,language_name_in_Mayo,language_name_in_Lamba,language_name_in_Yoruba,language_name_in_Sepedi,language_name_in_Kinyarwanda,language_name_in_Dangme,language_name_in_Tarascan,language_name_in_Rutoro,language_name_in_Wayuunaiki,language_name_in_Mixtec,language_name_in_Cebuano,language_name_in_Sango,language_name_in_Quechua,language_name_in_Tiv,language_name_in_Guna,language_name_in_Maya,language_name_in_Sranantongo,language_name_in_Acholi,language_name_in_Xhosa,language_name_in_Tetum,language_name_in_Krio,language_name_in_Isoko,language_name_in_Oromo,language_name_in_Saramaccan,language_name_in_Quichua,language_name_in_Azerbaijani,language_name_in_Chin,language_name_in_Romanian,language_name_in_Bulgarian,language_name_in_Quiche,language_name_in_Kalenjin,language_name_in_Lahu,language_name_in_Mbunda,language_name_in_Swati,language_name_in_Tsonga,language_name_in_Kisi,language_name_in_Cinyanja,language_name_in_Shona,language_name_in_Newari,language_name_in_Slovenian,language_name_in_Zande,language_name_in_Tamil,language_name_in_Mambwe-Lungu,language_name_in_Icelandic,language_name_in_Runyankore,language_name_in_Guarani,language_name_in_Mongolian,language_name_in_Kiluba,language_name_in_Tagalog,language_name_in_Ngabere,language_name_in_Kwangali,language_name_in_Italian,language_name_in_Iloko,language_name_in_Portuguese,language_name_in_Hiligaynon,language_name_in_Tzotzil,language_name_in_Myanmar,language_name_in_Ateso,language_name_in_Finnish,language_name_in_Welsh,language_name_in_Zulu,language_name_in_Chol,language_name_in_Sesotho,language_name_in_Otomi,language_name_in_Mazatec,language_name_in_Tajiki,language_name_in_Kekchi,language_name_in_Mam,language_name_in_Lenje,language_name_in_Kalanga,language_name_in_Somali,language_name_in_Tarahumara,language_name_in_Vietnamese,language_name_in_Gujarati,language_name_in_Marathi,language_name_in_French,language_name_in_Sinhala,language_name_in_Frafra,language_name_in_Indonesian,language_name_in_Luvale,language_name_in_Tongan,language_name_in_Danish,language_name_in_Japanese,language_name_in_Niuean,language_name_in_Polish,language_name_in_Tankarana,language_name_in_Czech,language_name_in_Chinese,language_name_in_Garifuna,language_name_in_Maltese,language_name_in_Venda,language_name_in_Nuer,language_name_in_Sidama,language_name_in_Mayangna,language_name_in_Thai,language_name_in_Swahili,language_name_in_Luo,language_name_in_English,language_name_in_Latvian,language_name_in_Kazakh,language_name_in_Irish,language_name_in_Macedonian,language_name_in_Mixe,language_name_in_Tahitian,language_name_in_Samoan,language_name_in_Lugbara,language_name_in_Tatar,language_name_in_Albanian,language_name_in_Turkish,language_name_in_Totonac,language_name_in_Tswana,language_name_in_Slovak,language_name_in_Swedish,language_name_in_Ga,language_name_in_Kurdish,language_name_in_Twi,language_name_in_Tokelauan,language_name_in_Malagasy,language_name_in_Papiamento,language_name_in_Romany,language_name_in_Tzeltal,language_name_in_Cakchiquel,language_name_in_Wichi,language_name_in_German,language_name_in_Igbo,language_name_in_Ossetian,language_name_in_Mapudungun,language_name_in_Tigrinya,language_name_in_Seychelles
Kĩzapotec,Zapotec,Zapoteeks,Zapotec,Zapotèk,zapoteco,zapotečki,Zapotec,zapotečki,Zapotec,Zapotec,Zapotec,Zapotec,сапотек,Zapotec,Zapoteco,zapoteco,zai,zapoteco,ज़ेपोटेक,Zapotec,Zapotec,Zapotec,Zapotec,ਜ਼ੈਪੋਟੈਕ,Zapotec,საპოტეკური,Zapotekit,zapoteco,zapoték,Zapotec,zapoteco,Zapotec,Zapoteeks,Սապոտեկ,Zapotek,zapoteco,Kĩnzavoteki,Zapotec,ዛፖቴክ,Zapotec,Zapotec,zapoteco,जापटेक,Zapotec,сапотек,Zapotec,Zapotec,사포텍어,zapoteco,Zapotec,Zapoteeks,Sapotektongo,Zapoteco,Zapotec,сапотек,Zapotec,Zapotec,rudim,sapoteegi,zapoteco,Ζαποτεκική,Zapotec,sapoteegi,Zapoteky,Zapotec,Zapotec,sapotekų,zapoteco,Zapotec,Zapotec,se-Zapotec,Ikizapoteki,Zapotec,zapoteco,Zapotec,Zapoteco,Zapoteco,Zapotec,Zapotec,Zapoteco,Zapotec,zapoteco,zapoteco,Sapotektongo,Zapotec,isiZapotec,Zapotec,Zapotec,Zapotec,Zaapoteek,Sapotektongo,zapoteco,сапотек,Zapotec,Zapotec,запотек,zapoteco,Zapotec,Zapotec,Zapotec,SiZapotec,Zapotec,Zapotec,Cizapoteki,Zapotec,जापटेक,zapoteščina,Zapotec,ஸாப்படெக்,Zapotec,sapótek,Zapotec,zapoteco,сапотек,Kizapotek,Zapotec,zapoteco,Ruzapotec,zapoteco,Zapotec,Zapoteca,Zapotec,zapoteco,ဇာပိုတက်,Zapotec,sapoteekki,Sapoteg,IsiZapotec,Zapoteco,Sezapotec,Zapoteco,zapoteco,сапотек,zapoteco,zapoteco,Cizapotec,Zapotec,Zapotec,zapoteco,Zapotec,ઝાપોટેક,झेपोटेक,Zapotec,Zapotec,Zapotec,Zapotec,Zapotec,Zapotec,Zapotekisk,サポテカ語（地峡）,Zapotec,zapotek,Zapotec,zapotéčtina,薩波特克語（地峽區）,Zapoteco,Zapotec,Zapotec,Thok,Zapoteki,zapoteco,ซาโปเทก,Kizapoteki,Zapotec,Zapotec,Sapoteku,сапотек,Zapotec,запотек,zapoteco,Zapotec,Zapotec,Zapotec,сапотек,zapoteke,Zapotek,zapoteco,Zapotec,zapotéčtina,Zapotekiska,Zapotec,Zapotêkî,Zapotec,Zapotec,Zapoteky,Zapotec,Zapoteko,zapoteco,zapoteco,zapoteco,Zapotekisch,Zapotec,сапотек,zapoteco,ዛፖተክ,Zapotec
Gĩturuki,ទួរគី,Turks,Turkish,Tik,turco,turski,Turkish,turski,Turkish,Turkish,Turkish,Turkish,турецька,Turkish,Turco,turco,tr,turco,तुर्की,Turkish,Turkish,Turkish,Turkish,ਤੁਰਕੀ,Turkiskt,თურქული,Tyrkiamiutut,turco,török,Turkish,turco,Turkish,Turks,Թուրքերեն,Turkke,turco,Kĩtuluki,Turkish,ቱርክኛ,Tyrkisk,Turc,turco,टर्किश,Turkish,түрк,Turkish,Turkish,터키어,turco,Turc,Turks,Torkutongo,Turco,Turkish,турецкий,Turkish,Turkish,rudim,türgi,turco,Τουρκική,Turc,türgi,Tiorka,Turkish,Turkish,turkų,turco,Turkish,Turkish,Seturkey,Igiturukiya,Turkish,turco,Turkish,Turco,Turco,Turkish,Turc,Turco,Turkish,turco,turco,Torkutongo,Turkish,IsiTurkish,Turku,Turkish,Turkish,Turkish,Torkutongo,turco,түрк,Turkey,Turcă,турски,turco,Turkish,Turkish,Turkish,SiTurkish,Turkish,Turkish,Citakishi,Turkish,टर्किश,turščina,Turkish,துருக்கிஷ்,Turkish,tyrkneska,Turkish,turco,турк,Kitirk,Turkish,turco,Ruturkish,turco,Turkish,Turco,Turkish,turco,တူရကီ,Turkish,turkki,Twrceg,IsiTurkey,Turco,Seturkey,Turco,turco,туркӣ,turco,turco,Citurkish,Turkish,Turkish,turco,Thổ,તુર્કી,तुर्की,Turc,Turkish,Turkish,Turki,Turkish,Turkish,Tyrkisk,トルコ語,Turkish,turecki,Tiorka,turečtina,土耳其語,Turco,Tork,Turkish,Thok,Turkete,turco,ตุรกี,Kituruki,Turkish,Turkish,Turku,түрік,Tuircis,турски,turco,Turekia,Turkish,Turkish,төрек,turqisht,Türkçe,turco,Turkish,turečtina,Turkiska,Turkey,Tirkî,Turkish,Faka-Take,Tiorka,Turko,Tursko,turco,turco,turco,Türkisch,Turkish,туркаг,turco,ቱርክኛ,Turkish
Gĩtsonga,សុងង៉ា,Tsonga,Tsonga,Tsonga,tsonga,tsonga,Tsonga,songajski,Tsonga,Tsonga,Tsonga,Tsonga,тсонга,Tsonga,Tsonga,tsonga,ts,tsonga,सोंगा,Tsonga,Tsonga,Tsonga,Tsonga,ਸੋਂਗਾ,Tsonga,ტსონგა,Tsonga,tsonga,szongai,Tsonga,tsonga,Tsonga,Tsonga,Ցոնգա,Tsonga,tsonga,Kĩsonga,Tsonga,ጾንጋ,Tsonga,Tsonga,tsonga,त्सोंगा,Tsonga,тсонга,Tsonga,Tsonga,총가어,tsonga,Tsonga,Tsonga,Tsongatongo,Tsonga,Tsonga,тсонга,Tsonga,Tsonga,rudim,tsonga,tsonga,Τσόνγκα,Tsonga,tsonga,Tsonga,Tsonga,Tsonga,tsongų,tsonga,Tsonga,Tsonga,Setsonga,Igitsonga,Tsonga,tsonga,Tsonga,Tsonga,Tsonga,Tsonga,Tsonga,Tsonga,Tsonga,tsonga,tsonga,Tsongatongo,Tsonga,IsiTsonga,Tsonga,Tsonga,Tsonga,Songaa,Tsongatongo,tsonga,тсонга,Tsonga,Tsonga,тсонга,tsonga,Tsonga,Tsonga,Tsonga,SiTsonga,Xitsonga,Tsonga,Citsonga,Tsonga,त्सोंगा,congščina,Tsonga,ஸோங்கா,Tsonga,tsonga,Tsonga,tsonga,цонга,Kitsonga,Tsonga,tsonga,Rutsonga,tsonga,Tsonga,Tsonga,Tsonga,tsonga,တဆောန်ဂါ,Tsonga,tsonga,Tsonga,IsiTsonga,Tsonga,Setsonga,Tsonga,tsonga,тсонга,tsonga,tsonga,Citsonga,Tsonga,Tsonga,tsonga,Tsonga,સોંગા,त्सोंगा,Tsonga,Tsonga,Tsonga,Tsonga,Tsonga,Tsonga,Tsonga,ツォンガ語,Tsonga,tsonga,Tsonga,tsonga,宗加語,Tsonga,Tsonga,Lutsonga,Thok,Tsonga,tsonga,ซองกา,Kitsonga,Tsonga,Tsonga,Congu,тсонга,Songais,цонга,tsonga,Tsonga,Tsonga,Tsonga,тсонга,tsonge,Tsonga,tsonga,Setsonga,tsonga,Tsonga,Tsonga,Tsongayî,Tsonga,Tsonga,Tsonga,Tsonga,Conga,tsonga,tsonga,tsonga,Tsonga,Tsonga,тсонгӕ,tsonga,ጾንጋ,Tsonga
Kĩgreenland,ហ្គ្រីនលែន,Groenlands,Greenlandic,Gwennlandè,groenlandés,grenlandski,Greenlandic,grenlandski,Greenlandic,Greenlandic,Greenlandic,Greenlandic,гренландська,Greenlandic,Groenlandés,groenlandés,kl,groenlandés,ग्रीनलैंडिक,Greenlandic,Greenlandic,Greenlandic,Greenlandic,ਗਰੀਨਲੈਂਡਿਕ,Grønlendskt,გრენლანდიური,Kalaallisut,groenlandés,grönlandi,Greenlandic,groenlandés,Greenlandic,Groenlands,Գրենլանդերեն,Grinlandde,groenlandés,Kĩnglinilandi,Greenlandic,ግሪንላንድኛ,Grønlandsk,Groenlandais,groenlandés,ग्रीनल्यान्डीक,Greenlandic,гренланд,Greenlandic,Greenlandic,그린란드어,groenlandés,Groenlandais,Groenlands,Groenlandtongo,Groenlandés,Greenlandic,гренландский,Greenlandic,Greenlandic,rudim,grööni,groenlandés,Γροιλανδική,Groenlandais,grööni,Groenlandey,Greenlandic,Greenlandic,grenlandų,groenlandés,Greenlandic,Greenlandic,Segreenland,Ikigurunilandi,Greenlandic,groenlandés,Greenlandic,Groenlandés,Groenlandés,Greenlandic,Groenlandais,Groenlandés,Greenlandic,groenlandés,groenlandés,Groenlandtongo,Greenlandic,IsiGreenland,Greenlandic,Greenlandic,Greenlandic,Afaan,Groenlandtongo,groenlandés,Гренландија,Greenland,Groenlandeză,гренландски,groenlandés,Greenlandic,Greenlandic,Greenlandic,SiGreenlandic,Greenlandic,Greenlandic,Cigreenlandic,Greenlandic,ग्रीनल्यान्डीक,grenlandščina,Greenlandic,கிரீன்லாந்திக்க,Greenlandic,grænlenska,Greenlandic,groenlandés,гринланд,Kigroelande,Greenlandic,groenlandés,Rugreenlandic,groenlandese,Greenlandic,Groenlandês,Greenlandic,groenlandés,ဂရင်းလန်း,Greenlandic,grönlanti,Esgimöeg,IsiGreenland,Groenlandés,Segreenland,Groenlandés,groenlandés,гренландӣ,groenlandés,groenlandés,Cigreenlandic,Greenlandic,Greenlandic,groenlandés,Greenland,ગ્રીનલૅન્ડિક,ग्रीनलॅन्डिक,Groenlandais,Greenlandic,Greenlandic,Greenland,Greenlandic,Greenlandic,Grønlandsk,グリーンランド語,Greenlandic,grenlandzki,Groenlandey,grónština,格陵蘭語,Groenlandés,Grinlandiż,Greenlandic,Thok,Giriinilaandete,groenlandés,กรีนแลนด์,Kigreenlandi,Greenlandik,Greenlandic,Grenlandiešu,гренланд,Graonlanais,гренландски,groenlandés,Groenlandais,Greenlandic,Greenlandic,гренланд,grënlandisht,Grönland,groenlandés,Greenlandic,grónčina,Grönländska,Greenland,Gronland,Greenlandic,Greenlandic,Groenlandey,Grunlandes,Grenlandsko,groenlandés,groenlandés,groenlandés,Grönländisch,Greenlandic,гренландиаг,groenlandés,ግሪንላንድኛ,Greenlandic
Gĩtswana,ស្វាណា,Tswana,Tswana,Tswana,tsuana,cvana,Tswana,cvana,Tswana,Tswana,Tswana,Tswana,тсвана,Tswana,Tsuana,tsuana,tn,tsuana,स्वाना,Tswana,Tswana,Tswana,Tswana,ਸਵਾਨਾ,Tsvana,ტსვანა,Tswana,tsuana,csvana,Tswana,tsuana,Tswana,Tswana,Թսվանա,Tswana,tsuana,Kĩswana,Tswana,ጽዋና,Setswana,Tswana,tsuana,त्स्वाना,Tswana,тсвана,Tswana,Tswana,츠와나어,tsuana,Tswana,Tswana,Tswanatongo,Tsuana,Tswana,тсвана,Tswana,Tswana,rudim,tsvana,tsuana,Τσουάνα,Tswana,tsvana,Tswana,ruTjwana,Tswana,tsvanų,tsuana,Tswana,Tswana,Setswana,Igitwana,Tswana,tsuana,Tswana,Tsuana,Tsuana,Tswana,Tswana,Tsuana,Tswana,tsuana,tsuana,Tswanatongo,Tswana,IsiTswana,Tswana,Tswana,Tswana,Suwaanaa,Tswanatongo,tsuana,тсвана,Tswana,Tswana,тсуана,tsuana,Tswana,Tswana,Tswana,SiTswana,Tswana,Tswana,Citswana,Tswana,त्स्वाना,cvanščina,Tswana,ட்வ்வா,Tswana,tsvana,Tswana,tsuana,тсвана,Kitswana,Tswana,tsuana,Rutswana,tswana,Tswana,Tsuana,Tswana,tsuana,တဆွာနာ,Tswana,tswana,Tswana,IsiTswana,Tsuana,Setswana,Tsuana,tsuana,тсвана,tsuana,tsuana,Citswana,Tswana,Tswana,tsuana,Tswana,સ્વાના,त्स्वाना,Tswana,Tswana,Tswana,Tswana,Tswana,Tswana,Tswana,ツワナ語,Tswana,tswana,Tswana,čwanština,塞茨瓦納語,Tsuana,Tswana,Tswana,Thok,Tsiwana,tsuana,ซวานา,Kitswana,Tswana,Tswana,Cvanu,тсвана,Tswana,цвана,tsuana,Tswana,Tswana,Tswana,тсвана,tsvane,Tsvana,tsuana,Setswana,tswančina,Tswana,Tswana,Tsvanî,Tswana,Tswana,Tswana,Tswana,Cvana,tsuana,tsuana,tsuana,Tswana,Tswana,тсванӕ,tsuana,ጽዋና,Tswana
Gĩtongan,តុងហ្គា,Tongaans,Tongan,Tongan,tongano,tonganski,Tongan,tongoanski,Tongan,Tongan,Tongan,Tongan,тонга,Tongan,Tongano,tongano,to,tongano,टोंगन,Tongan,Tongan,Tongan,Tongan,ਤੋਂਗਾ,Tongskt,ტონგანი,Tongamiutut,tongano,tongai,Tongan,tongano,Tongan,Tongaans,Թոնգա,Tonga,tongano,Kĩtonga,Tongan,ቶንጋኛ,Tongansk,Tongien,tongano,टोंगन,Tongan,тонга,Tongan,Reo,통가어,tongano,Tongien,Tongaans,Tongantongo,Tongano,Tongan,тонга,Tongan,Tongan,rudim,tonga,tongano,Τόνγκαν,Tongien,tonga,Tongan,Tongan,Tongan,tongiečių,tongano,Tongan,Tongan,Setongan,Igitonga,Tongan,tongano,Tongan,Tongano,Tongano,Tongan,Tongien,Tongano,Tongan,tongano,tongano,Tongantongo,Tongan,IsiTongan,Tonganés,Tongan,Tongan,Toongaan,Tongantongo,tongano,Тонга,Tonga,Tongană,тонгски,tongano,Tongan,Tongan,Tongan,SiTonga,Tongan,Tongan,Citongani,Tongan,टोंगन,tonganščina,Tongan,டோங்கன்,Tongan,tongaska,Tongan,tongano,тонга,Kitonga,Tongan,tongano,Rutongan,tongano,Tongan,Tonganês,Tongan,tongano,တွန်ဂန်,Tongan,tonga,Tongeg,IsiTonga,Tongano,Setongan,Tongano,tongano,тонга,tongano,tongano,Citonga,Tongan,Tongan,tongano,Tongan,ટોંગન,टोंगन,Tongien,Tongan,Tongan,Tonga,Tongan,Tongan,Tongansk,トンガ語,Faka-Toga,tongański,Tongan,tongština,湯加語,Tongano,Tongan,Tongan,Thok,Tonga,tongano,ตองกา,Kitonga,Tongan,Tongan,Tongiešu,тонга,Tongais,тонгајски,tongano,Tonga,Toga,Tongan,тонга,tongane,Tonga,tongano,Tongan,tongčina,Tonganska,Tonga,Tonganî,Tongan,Faka-Toga,Tongan,Tongano,Tongajsko,tongano,tongano,tongano,Tonganisch,Tongan,тонгӕ,tongano,ቶንጋን,Tongan
Gĩtagalog,តាកាឡុក,Tagalog,Tagalog,Tagalòg,tagalo,tagalog,Tagalog,tagalski,Tagalog,Tagalog,Tagalog,Tagalog,тагальська,Tagalog,Tagalo,tagalo,tl,tagalo,टागालोग,Tagalog,Tagalog,Tagalog,Tagalog,ਟਾਗਾਲੋਗ,Tagalog,ტაგალოგი,Tagalog,tagalo,tagalog,Tagalog,tagalo,Tagalog,Tagalog,Տագալոգ,Tagalog,tagalo,Kĩtangaloki,Tagalog,ታጋሎግ,Tagalog,Tagalog,tagalo,टगालोग,Tagalog,тагал,Tagalog,Tagalog,타갈로그어,tagalo,Tagalog,Tagalog,Tagalogtongo,Tagalo,Tagalog,тагальский,Tagalog,Tagalog,rudim,tagalogi,tagalo,Ταγκαλόγκ,Tagalog,tagalogi,Tagalog,Tagalog,Tagalog,tagalų,Tagalo,Tagalog,Tagalog,Setagalog,Igitagaloge,Tagalog,tagalo,Tagalog,Tagalo,Tagalo,Tagalog,Tagalog,Tagalo,Tagalog,tagalo,tagalo,Tagalogtongo,Tagalog,IsiTagalog,Tagalog,Tagalog,Tagalog,Taagaaloog,Tagalogtongo,tagalo,тагалог,Tagalog,Tagalog,тагалски,tagalo,Tagalog,Tagalog,Tagalog,SiTagalog,Tagalog,Tagalog,Citagalogu,Tagalog,टगालोग,tagaloščina,Tagalog,டாகலாக்,Tagalog,tagalog,Tagalog,tagalo,тагал,Kitagaloge,Tagalog,tagalo,Rutagalog,tagalog,Tagalog,Tagalo,Tagalog,tagalo,တဂါးလော့,Tagalog,tagalog,Tagalog,IsiTagalog,Tagalo,Setagalog,Tagalo,tagalo,тагалӣ,tagalo,tagalo,Citagalog,Tagalog,Tagalog,tagalo,Tagalog,ટાગાલોગ,टागालोग,Tagalog,Tagalog,Tagalog,Tagalog,Tagalog,Tagalog,Tagalog,タガログ語,Tagalog,tagalski,Tagalog,tagalština,他加祿語,Tagalo,Tagalog,Tagalog,Thok,Tagaloogi,tagalo,ตากาล็อก,Kitagalogi,Tagalog,Tagalog,Tagalu,тагаль,Tagálaigis,тагалог,tagalo,Tagalog,Tagalog,Tagalog,тагал,tagaloge,Tagalog,tagalo,Tagalog,tagalčina,Tagalog,Tagalog,Tagalogî,Tagalog,Tagalog,Tagalog,Tagalog,Tagalog,tagalo,tagalo,tagalo,Tagalog,Tagalog,тагалаг,tagalo,ታጋሎግ,Tagalog
Kĩmayagna,Mayangna,Mayangna,Mayangna,Mayannya,mayo,majangna,Mayangna,majangna,Mayangna,Mayangna,Mayangna,Mayangna,майянґнанська,Mayangna,Mayangna,mayangna,yan,mayangna,मायांगना,Mayangna,Mayangna,Mayangna,Mayangna,ਮਯਾਂਗਨਾ,Mayangna,მაიანგნა,Mayangna,mayangna,majanga,Mayangna,mayo,Mayangna,Mayangna,Մայանգնա,Mayangna,mayangna,Kĩmayangina,Mayangna,ማያንኛ,Mayangna,Mayangna,mayo,मायाङ्ग्ना,Mayangna,маянгна,Mayangna,Mayangna,마양나어,mayangna,Mayangna,Mayangna,Mayangnatongo,Mayangna,Mayangna,маянгна,Mayangna,Mayangna,rudim,mayangna,mayangna,Μαγιάνγκνα,Mayangna,sumu,Mayangnan,Mayangna,Mayangna,majangnų,mayangna,Mayangna,Mayangna,Semayangna,Ikimayangina,Mayangna,mayo,Mayangna,Mayangna,Mayangna,Mayangna,Mayangna,Mayangna,Mayangna,mayo,mayangna,Mayangnatongo,Mayangna,IsiMayangna,Mayangna,Mayangna,Mayangna,Maayanginaa,Mayangnatongo,mayangna,мајангна,Mayangna,Mayangna,маянгна,mayo,Mayangna,Mayangna,Mayangna,SiMayangna,Mayangna,Mayangna,Cimayangna,Mayangna,मायाङ्ग्ना,majangnaščina,Mayangna,மாயாங்னா,Mayangna,mayangna,Mayangna,mayangna,mayangna,Kimayangna,Mayangna,mayo,Rumayangna,mayangna,Mayangna,Mayangna,Mayangna,mayo,မာယန်နာ,Mayangna,mayangna,Maiangneg,IsiMayangna,Mayangna,Semayangna,Mayangna,mayo,маянгна,mayo,mayo,Cimayangna,Mayangna,Mayangna,mayangna,Mayangna,માયાન્ગના,मायाग्ना,Mayangna,Mayangna,Mayangna,Mayangna,Mayangna,Mayangna,Mayangna,マヤングナ語,Mayangna,mayangna,Mayangnan,mayangna,馬揚加語,Mayangna,Mayangna,Mayangna,Thok,Mayanya,mayangna,มายังนา,Kimayangna,Mayangna,Mayangna,Majangnu,маянгна,Mayangna,мајангна,mayangna,Mayangna,Mayangna,Mayangna,маянгна,majangne,Mayangna,mayangna,Mayangna,mayangna,Mayangna,Mayangna,Mayanganî,Mayangna,Mayangna,Mayangnan,Mayangna,Majangna,mayangna,mayo,mayangna,Mayangna,Mayangna,маянгна,mayo,ማያንኛ,Mayangna
Gĩtarascani,Tarascan,Tarasco,Tarascan,Taraskan,purépecha,taraska,Tarascan,taraskanski,Tarascan,Tarascan,Tarascan,Tarascan,тараск,Tarascan,Purépecha,purépecha,tsz,purépecha,तरसकन,Tarascan,Tarascan,Tarascan,Tarascan,ਟਰਾਸਕਨ,Tarascan,ტარასკანული,Tarascan,purépecha,tarasco,Tarascan,purépecha,Tarascan,Tarascan,Թարասքան,Tarascan,purépecha,Kĩtalasikani,Tarascan,ታራስካን,Tarascan,Tarascan,purépecha,तारास्कान,Tarascan,тараско,Tarascan,Tarascan,타라스코어,purépecha,Tarascan,Tarasco,Taraskotongo,Purépecha,Tarascan,тарасканский,Tarascan,Tarascan,rudim,taraska,purépecha,Ταρασκονική,Tarascan,purepetša,Tarasque,Tarascan,Tarascan,taraskanų,purépecha,Tarascan,Tarascan,Setarasco,Igitarasikani,Tarascan,purépecha,Tarascan,Purépecha,Purépecha,Tarascan,Tarascan,Purépecha,Tarascan,purépecha,purépecha,Taraskotongo,Tarascan,IsiTarascan,Tarascan,Tarascan,Tarascan,Taraaskaan,Taraskotongo,purépecha,тараски,Tarascan,Tarasco,тараскан,purépecha,Tarascan,Tarascan,Tarascan,SiTarascan,Tarascan,Tarascan,Citarasikani,Tarascan,तारास्कान,taraskanščina,Tarascan,தாராஸ்கான்,Tarascan,tarascan,Tarascan,purépecha,tarascan,Kitaraskane,Tarascan,purépecha,Rutarascan,tarasco,Tarascan,Purépecha,Tarascan,purépecha,တာရာစကန်,Tarascan,taraskan,Tarascan,IsiTarascan,Purépecha,Setarascan,Purépecha,purépecha,тарасканӣ,purépecha,purépecha,Citarascan,Tarascan,Tarascan,purépecha,Tarascan,ટારાસ્કાન,तारास्कान,Tarascan,Tarascan,Tarascan,Tarascan,Tarascan,Tarascan,Tarascan,タラスコ語,Tarascan,taraskański,Tarasque,tarasko,塔拉斯科語,Purépecha,Tarascan,Tarascan,Thok,Taraaskani,purépecha,ตารัสกัน,Kitaraskan,Tarascan,Tarascan,Tarasku,тараскан,Tarascan,тараскан,purépecha,Tarascan,Tarascan,Tarascan,тараскан,taraskane,Tarasko,purépecha,Tarascan,tarascan,Tarasco,Tarascan,Taraskanî,Tarascan,Tarascan,Tarasque,Tarascan,Taraskan,purépecha,purépecha,purépecha,Taraskanisch,Tarascan,тараскайнаг,purépecha,ታራስካን,Tarascan
Gĩthai,ថៃ,Thais,Thai,Tay,tai,tajski,Thai,tajski,Thai,Thai,Thai,Thai,тайська,Thai,Tai,tai,th,tai,थाई,Thai,Thai,Thai,Thai,ਥਾਈ,Tai,ტაილანდური,Thailandimiutut,tai,thai,Thai,tai,Thai,Thai,Թաի,Taylandde,tai,Kĩthai,Thai,ታይ,Thai,Thaï,tai,थाई,Thai,тай,Thai,Thai,타이어,tai,Thaï,Thais,Taitongo,Tai,Thai,тайский,Thai,Thai,rudim,tai,tai,Τάι,Thaï,tai,Tailandey,Thai,Thai,tajų,tai,Thai,Thai,Sethai,Igitayilandi,Thai,tai,Thai,Tai,Tai,Thai,Thaï,Tai,Thai,tai,tai,Taitongo,Thai,IsiThai,Tailandés,Thai,Thai,Taayi,Taitongo,tai,таи,Thai,Thai,тайски,tai,Thai,htaiˇ,Tetum,SiThai,Thai,Thai,Cithai,Thai,थाई,tajščina,Thai,தாய்,Thai,taílenska,Thai,tai,тай,Kithai,Thai,tai,Ruthai,thai,Thai,Tailandês,Thai,tai,ထိုင်း,Thai,thai,Thai,IsiThai,Tai,Sethai,Tai,tai,тайӣ,tai,tai,Cithai,Thai,Thai,tai,Thái,થાઈ,थाई,Thaï,Thai,Thai,Thai,Thai,Thai,Thai,タイ語,Thai,tajski,Tailandey,thajština,泰語,Tai,Tajlandiż,Thai,Thok,Tayi,tai,ไทย,Kithai,Thai,Thai,Taju,тай,Téalainnis,таи,tai,Thaï,Thai,Thai,тай,tajlandeze,Tay,tai,Thai,thajčina,Thai,Thailand,Tayî,Thai,Faka-Taialani,Tailandey,Tailandes,Tai,tai,tai,tai,Thai,Thai,тайаг,tai,ታይ,Thai
